text,sentiment,labels,ca_related,day,filter_type
It's funny how @cnn and @msnbc are ignoring Nancy Mace's anti vaccine comments.,neut,covid-controversy,non-ca,01_dec,keyword
Today is Tucson's deadline for city workers be vaccinated against COVID-19 and officials say 99% percent have received at least one shot or an exemption. https://t.co/FKuhAX4wLn,neut,pandemic-logistics,non-ca,01_dec,keyword
"The emergence of the Omicron coronavirus variant has renewed debate about vaccine mandates and lockdowns - what will happen in Israel?

https://t.co/yVYLQJNz0c",neut,pandemic-legal,non-ca,01_dec,keyword
I’m feeling some side effects from the booster vaccine and I hate the fact I’m fighting myself whether or not I should head to class anyways,neut,vax-efficiency,na,01_dec,keyword
"The looming shadow of the Omicron Covid-19 variant is growing darker over global #oil markets today following concerning news regarding vaccine effectiveness from the CEO of Moderna. #NGW
https://t.co/gzM6MCJHdy https://t.co/Pw1P6JW81j",neut,vax-efficiency,na,01_dec,keyword
Houston startup @brevitest has requested approval to distribute a 15-minute test that measures #COVID19 immunity. Important tool in making vaccine decisions. My latest: https://t.co/l0aV7dfnoy @HoustonChron #txlege,neut,vax-efficiency,non-ca,01_dec,keyword
I have never nor will ever wish for vaccine recipients to suffer from a debilitating adverse reaction…. But I might take pleasure in reading that @jimmycarr has #myocarditis https://t.co/jVmW71oRAO,neut,vax-efficiency,na,01_dec,keyword
"One might wonder why not even Fox News is explaining  (Informing) to the public ANY OF THIS.
Especially with all the vaccine mandates costing lives and jobs.
THIS IS A MUST READ. https://t.co/UeFQD7I3yE",neut,pandemic-legal,na,01_dec,keyword
"With fears mounting over the new omicron variant, DeSantis neither has a plan to combat the variant nor any plans to lockdown the state. https://t.co/AO6LpThoY8",neut,covid-new-variant,non-ca,01_dec,keyword
"I sanitize, wash, wear my mask, socially distance, have the vaccine, and still caught covid.  It was nothing more than a slight cold.  The reason I was tested is that my mother had it.  I had a cough and on one day a slight fever.",neut,pandemic-logistics,na,01_dec,keyword
Catch me in bed all day because my second dose of the vaccine made me feel like shit and I’m not about to go to work when I don’t feel good from the vaccine they forced me to get to keep my job. Ya feel?✌🏻,neut,vax-efficiency,na,01_dec,keyword
So a Federal Judge overruled the Vaccine Mandate for everyone except the military. Seems a bit discriminatory to leave them out.,neut,pandemic-legal,na,01_dec,keyword
The city's walk-in vaccine centres have seen snaking queues following confusion around jab rules. https://t.co/0hUyhB3YFA,neut,pandemic-logistics,na,01_dec,keyword
"So according to the symptoms, either the omicron variant is really vaccine side effects or the vaccine doesn’t work. 🤷🏾‍♂️",neut,vax-efficiency,na,01_dec,keyword
"Is it even irony any more?

Marcus Lamb, anti-vaccine Christian broadcaster dies after Covid battle.
https://t.co/wQTqiGWhvN",neut,covid-controversy,na,01_dec,keyword
stormont has evidence to back up vaccine passports only problem is the evidence actually doesn't say anything about them and for infection and transmission insufficient data their 3 points are the same worded differently @columeastwood @moneillsf @naomi_long @SMcLaughlinmla https://t.co/eG0Ai1H1Hy,neut,vax-efficiency,na,01_dec,keyword
Biden Admin Considering Seven-Day Home Quarantine for Americans Returning from Other Countries Regardless of COVID Vaccine Status or Negative Tests https://t.co/KApTPVx87i,neut,pandemic-logistics,non-ca,01_dec,keyword
"Want to know what's in the vaccine?
https://t.co/8Fl7yE5Qe0. lists everything yhat is in the vaccine",neut,pandemic-logistics,na,01_dec,keyword
EU president Ursula von der Leyen says ‘discussion’ needed on mandatory Covid vaccination https://t.co/VSepxwZWDi https://t.co/kpJHdn7Mg6,neut,pandemic-legal,non-ca,01_dec,keyword
"Cautious optimism from #Israel regarding the #Omicron variant - three vaccines are the recipe for protection against the spread of the virus.
https://t.co/NG8W1z5hqr",neut,covid-controversy,non-ca,01_dec,keyword
"""In conclusion, the mRNA BNT162b2 vaccine induces complex functional reprogramming of innate immune responses, which should be considered in the development and use of this new class of vaccines.""
https://t.co/cqkZTomQa0",neut,vax-efficiency,na,01_dec,keyword
"You will never be allowed in my community if you either support the vaccine mandate now or mocked anyone who is against the clotshot. Also no draadsitters, no matter how smart you think you are in playing it safe.",neg,covid-controversy,na,01_dec,keyword
"I’ve said it before, but Malhotra is on his way to going full Wakefield. Here he links covid vaccine to heart problems with no evidence.

He is trying to sell you his diet book

That’s right: he cares only about enlarging his bank account and is willing to risk lives for it https://t.co/SJOJ9zw4Ag",neg,covid-controversy,na,01_dec,keyword
The Fifth Circuit Has Harsh Words For Biden's Vaccine Mandate https://t.co/JzF2XATJ7s,neg,pandemic-legal,non-ca,01_dec,keyword
"""A CRAZY MESS""!! Pfizer Whistleblower SLAMS Vaccine Trials https://t.co/D1OHwNF0FR via @YouTube",neg,covid-controversy,na,01_dec,keyword
Leading Cardiologist Says Researchers Are Refusing to Publish Supporting Study Results That Show Covid Vaccine's Link To Massive Increase In Heart Attacks https://t.co/heigI5G4hQ via @gatewaypundit,neg,vax-efficiency,na,01_dec,keyword
"When you see the UK and other govts using the new variants to instill panic, as well as WEF friendly MSM, know now they are EXPOSED as using FEAR which is unwarranted, to justify imposing authoritarian restrictions and vaccine push https://t.co/u4BHQfMuMZ",neg,covid-controversy,na,01_dec,keyword
"This is the REPUBLICAN WAR ON CHRISTMAS...

@SenSchumer @SenateDems please do something. We simply CAN'T afford this madness.

Conservative Senate Republicans reportedly plan to force a government shutdown over vaccine rules https://t.co/dGIs9qOQmK",neg,covid-controversy,na,01_dec,keyword
‘General Hospital’ Has No Plans to Recast Steve Burton’s Role Following Vaccine Mandate Firing https://t.co/zdy9yVWYTy via @variety,neg,pandemic-legal,non-ca,01_dec,keyword
"The COVID vaccine has killed nearly as many Americans as guns in 2021, going by the CDC’s own statistics. The concerning part is the government is paying people to take the vaccine. https://t.co/J7Yn4DrYBy",neg,covid-controversy,non-ca,01_dec,keyword
Trump-appointed judges block Biden administration vaccine mandate for health-care workers https://t.co/i2ETcSeJn7,neg,pandemic-legal,non-ca,01_dec,keyword
"A group of Republicans are plotting a government shutdown to derail Biden's vaccine mandate, report says https://t.co/gce6QQ2C3N #followforfollow",neg,pandemic-legal,non-ca,01_dec,keyword
POLITICO Playbook: Scoop: Conservatives plot government shutdown over vaccine mandate https://t.co/Xo8oTnZbxi via @politico,neg,pandemic-legal,na,01_dec,keyword
"Okay, if you don't see THIS as the mark of the beast,  you truly are a dumb cluck and deserve what you get.
#VaccineMandate
#Beast
https://t.co/yr6LADCsQ1",neg,pandemic-legal,na,01_dec,keyword
This is one of those headlines that makes me think the vaccine causes cancer. https://t.co/sMumqEJ6lb,neg,vax-efficiency,na,01_dec,keyword
"Current COVID-19 vaccines likely won't work as well against Omicron variant, Moderna's CEO says - CBS News https://t.co/OvwrFQ48MQ https://t.co/Sg8vSp4XTB",neg,vax-efficiency,ca,01_dec,keyword
"says the person who is doomed to repeat history because they refuse to learn anything about it.

vaccine mandates are fascist and will hurt more people than they help. you’re on the wrong side of history. https://t.co/F7Y3gpCade",neg,pandemic-legal,na,01_dec,keyword
". @jimcramer’s dumbass is trying to defend his insane vaccine mandate suggestion, AGAIN

this guy has lost his fucking mind

don’t like being called a Nazi, Jim?  How about an authoritarian fascist, you fucking psychopath?

Completely unhinged.  @CNBC must be better.",neg,pandemic-legal,non-ca,01_dec,keyword
"Courts block Covid vaccine mandates for healthcare workers nationwide
Link: https://t.co/kl7MiOx1wn
Comments: https://t.co/sDv3lj1cR9",neg,pandemic-legal,na,01_dec,keyword
"THE MYSTERY OF QUEENSLAND’S OVERFLOWING EMERGENCY DEPARTMENTS
“IS THERE ANY CONNECTION BETWEEN THE HUGE NUMBERS PRESENTING AT OUR EMERGENCY DEPARTMENTS AND PEOPLE EXPERIENCING ADVERSE REACTIONS TO THE VACCINE”? https://t.co/4Bfa3Gld5Y",neg,vax-efficiency,na,01_dec,keyword
"Yeah everyone short a company with a COVID vaccine that showed awesome results, go short at 6$ when the 52 week low is 4$ and the high is over 70$… idiots hope u all lose big and catch the Omicron after🖕 $NRXP https://t.co/LGkQSlpyJ1",neg,covid-controversy,na,01_dec,keyword
The Covid 19 vaccine will possibly give you a brain tumor… just saying.,neg,vax-efficiency,na,01_dec,keyword
"To prevent one COVID-19 related death, Pfizer admits their vaccine kills at least three people by causing cardiac arrest https://t.co/UhYwhcCY6l   Includes a link to Pfizer clinical trial.",neg,vax-efficiency,na,01_dec,keyword
"NO, more scaremongering. Why not encourage people to go out, variants happen, covid is now the same as flu with natural and vaccine induced immunity. Push anymore vaccines and variants will continue at a faster pace https://t.co/mauBwA4FQt",neg,covid-controversy,na,01_dec,keyword
Hundreds of NYC correction workers face suspension over vaccine mandate https://t.co/ctWVHCLC9Y,neg,pandemic-legal,non-ca,01_dec,keyword
U.S. Judge Terry A. Doughty said vaccine mandates by the Biden Administration is an infringement of American’s Civil liberties and that even the unvaccinated have Civil Liberties. He wrote civil liberties face grave risk when governments impose indefinite states of emergency.,neg,pandemic-legal,non-ca,01_dec,keyword
Hey @chucktodd @MeetThePress @mmurraypolitics I’d u want to write failure of vaccine mandates look no further 👇👇👇👇 republicans death colt. Gee why elitist media is crap https://t.co/zJHCeeCvDW,neg,pandemic-legal,na,01_dec,keyword
"YALL IM NOT ANTI-VAX BUT FOR THE LOVE OF GOD I DONT WANT THE VACCINE, IM TERRIFIED OF NEEDLES THEY KNOCK ME SICK. I CANT HELP IT. AND IM GETTING KINDA SCARED BECAUSE EVERUTHING RN IS MAKING YOU GET VACCINATED IDK WHAT TO DO",neg,covid-controversy,na,01_dec,keyword
"&gt;&gt;&gt;&gt;&gt;&gt;&gt; NEVER ISOLATED&lt;&lt;&lt;&lt;&lt;&lt;&lt;

""The COVID narrative is unravelling China said they never isolated the virus and Fauci admits the vaccine does not work, so he recommends getting the 4th booster shot.""",neg,vax-efficiency,non-ca,01_dec,keyword
Louisiana federal judge blocks Biden vaccine mandate for health care workers nationwide | Fox News https://t.co/AxpyOKKNbo,neg,pandemic-legal,non-ca,01_dec,keyword
"“Jonathan Lamb described his father's Covid infection as ""a spiritual attack from the enemy"" to ""take down"" Marcus Lamb.” JFC. The narcissism of these people. Your father did not die from a spiritual attack. He died from a virus. A safe, effective vaccine could’ve saved his life. https://t.co/G9ulE0KaeA",neg,covid-controversy,na,01_dec,keyword
"A little good news, but all vax mandates should be lifted everywhere. They are not constitutional

Louisiana federal judge blocks Biden vaccine mandate for health care workers nationwide | Fox News https://t.co/bnmIqbS6qJ",neg,pandemic-legal,non-ca,01_dec,keyword
"🚨Big news🚨

A federal judge just blocked the Biden Administration's vaccine mandate for health care workers citing it as unconstitutional.

He stated that “indefinite states of emergency pose grave risks” to civil liberties.

This is the correct decision and good for America. https://t.co/RJx8qRVxth",neg,pandemic-legal,non-ca,01_dec,keyword
"BREAKING NEWS!

Breathing fresh air is not going to kill you but the experimental vaccine might.

https://t.co/zWeEhHF4MU https://t.co/g7lCIETOyd",neg,covid-controversy,na,01_dec,keyword
"THEY KNOW THE ECONOMY IS BROKEN! they want it completely destroyed, so they can BUILD BACK BETTER &amp; impliment their financial reset (long planned) China style social credit score system with DIGITAL ID’s sold to you as vaccine passports. Covid19 is just a tool to make you accept. https://t.co/LpIiyKQaVE",neg,covid-controversy,non-ca,01_dec,keyword
"“Cytokine Storm can trigger Psychosis”

World Health Organization’s global drug database of adverse drug events, VigiBase, lists 121,559 cases of psychiatric disorders following COVID vaccine administration. https://t.co/1Deg1tk0Ps",neg,vax-efficiency,na,01_dec,keyword
"This is more evidence Ds know absolutely nothing worth knowing about political ecology.  Or any other decency.
Conservatives Plot Shutdown Over Vaccine Mandate https://t.co/DpVVV3Din5 via @politicalwire",neg,pandemic-legal,na,01_dec,keyword
GOPers Plotting Govt Shutdown to Foil Biden Vaccine Mandate: Report #StockRedemption #ProtectYourBusiness #LifeInsuranceForBusiness [Video] https://t.co/mp7NKfdDuN,neg,pandemic-legal,non-ca,01_dec,keyword
"great news. but, oh wait, @Folkehelseinst and @ingvildkjerkol do not plan to make the vaccine available for all kids. @vgnett @Aftenposten @bergenstidende @DN_no @NRKOstland and no journalist even discusses this? @anspurk @BentHHoyre @erna_solberg https://t.co/Oc1kWlMAdQ",neg,covid-controversy,na,01_dec,keyword
